"date","unit_session_id","Age","BHI_A_1_r","BHI_A_2_r","BHI_A_3","BHI_A_4","BHI_C_1","BHI_C_2_r","BHI_C_3","BHI_C_4_r","BHI_E_1","BHI_E_2_r","BHI_E_3_r","BHI_E_4","BHI_HH_1","BHI_HH_2_r","BHI_HH_3_r","BHI_HH_4_r","BHI_O_1","BHI_O_2_r","BHI_O_3","BHI_O_4","BHI_X_1_r","BHI_X_2","BHI_X_3","BHI_X_4_r","Corona","Curfew_1","Curfew_1_1","Curfew_1_2","Curfew_2","Curfew_2_1","Curfew_2_2","Curfew_2_3","Gender","Household_Size","Left_Right_Politics","Nationality","Residence","Risk_Duration","Risk_Freq","Risk_Quarantine","survey","ToP_Amount","ToP_Freqency","ToP_Inhouse","ToP_Ratio","Residence_County","version","BHI_HH_2","BHI_HH_3","BHI_HH_4","HH","BHI_E_2","BHI_E_3","E","BHI_X_1","BHI_X_4","X","BHI_A_1","BHI_A_2","A","BHI_C_2","BHI_C_4","C","BHI_O_2","O","Personal_Mobility_Restriction","Public_Transport_Restriction","Quarantine_Duration","continent","Germany","USA","German","American","Europe","Americas","Rest"
2020-03-24,5323220,22,2,3,3,3,4,4,4,2,2,3,4,3,4,1,2,2,4,1,5,3,2,2,4,2,5,1,1,1,1,1,1,1,1,1,11,"US","US",NA,0,2,2,1,1,4,2,NA,"english",5,4,4,4.25,3,2,2.5,4,4,3.5,4,3,3.25,2,4,3.5,5,4.25,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323227,32,3,4,4,2,2,4,2,4,4,2,4,3,3,3,2,2,3,1,4,4,2,1,3,3,7,2,NA,NA,1,1,1,2,1,1,3,"US","US",9,0,1,2,2,2,7,3,NA,"english",3,4,4,3.5,4,2,3.25,4,3,2.75,3,2,2.75,2,2,2,5,4,0,0,9,"Americas",0,1,0,1,0,1,0
2020-03-24,5323233,37,1,4,1,1,4,2,3,2,2,3,3,2,5,2,2,5,2,5,2,4,5,4,4,5,3,1,1,1,1,1,1,1,2,1,2,"DE","CH",8,0,1,2,2,2,5,2,NA,"english",4,4,1,3.5,3,3,2.5,1,1,2.5,5,2,2.25,4,4,3.75,1,2.25,1,1,8,"Europe",0,0,1,0,1,0,0
2020-03-24,5323237,32,2,4,2,3,4,2,3,3,4,2,4,2,1,5,3,1,3,1,3,4,1,4,5,2,3,2,NA,NA,1,1,1,2,1,2,2,"US","US",NA,0,2,2,1,1,7,3,NA,"english",1,3,5,2.5,4,2,3,5,4,4.5,4,2,2.75,4,3,3.5,5,3.75,0,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323256,36,4,4,2,2,2,2,4,4,4,2,4,3,3,2,4,2,4,1,4,3,2,2,4,2,7,1,1,1,1,1,1,2,1,2,2,"ES","US",NA,0,2,2,4,3,6,3,NA,"english",4,2,4,3.25,4,2,3.25,4,4,3.5,2,2,2,4,2,3,5,4,1,0,0,"Americas",0,1,0,0,0,1,0
2020-03-24,5323257,35,2,4,5,4,4,2,4,1,3,2,3,5,4,1,1,1,5,1,4,1,2,2,2,3,8,1,1,1,1,1,1,1,1,2,6,"KR","US",NA,0,2,2,4,2,4,2,NA,"english",5,5,5,4.75,4,3,3.75,4,3,2.75,4,2,3.75,4,5,4.25,5,3.75,1,1,0,"Americas",0,1,0,0,0,1,0
2020-03-24,5323258,27,4,4,4,3,4,3,4,3,4,3,3,2,4,1,1,1,3,2,3,3,3,2,2,2,2,1,1,1,1,1,1,2,3,2,2,"US","US",NA,0,2,2,1,1,4,2,NA,"english",5,5,5,4.75,3,3,3,3,4,2.75,2,2,2.75,3,3,3.5,4,3.25,1,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323268,38,2,5,3,5,3,3,3,2,2,5,3,3,4,2,1,1,2,2,2,3,3,2,4,4,2,2,NA,NA,1,1,2,2,1,2,3,"US","US",NA,0,2,2,1,1,7,2,NA,"english",4,5,5,4.5,1,3,2.25,3,2,2.75,4,1,3.25,3,4,3.25,4,2.75,0,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323504,21,1,4,4,1,5,1,5,3,4,1,4,4,4,1,2,1,4,2,4,4,1,5,4,1,4,2,NA,NA,1,1,1,1,1,2,2,"US","US",NA,0,2,2,1,1,5,1,NA,"english",5,4,5,4.5,5,2,3.75,5,5,4.75,5,2,3,5,3,4.5,4,4,0,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323639,29,3,5,5,4,3,4,2,2,4,1,2,4,3,1,3,2,4,2,4,2,1,1,3,3,3,1,1,1,1,1,1,2,1,3,3,"US","US",NA,0,2,2,3,2,3,2,NA,"english",5,3,4,3.75,5,4,4.25,5,3,3,3,1,3.25,2,4,2.75,4,3.5,1,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323655,29,2,4,3,2,3,3,2,3,3,2,4,4,2,1,2,2,4,2,4,3,3,3,4,2,9,1,1,1,1,1,1,1,1,3,3,"US","US",8,0,1,2,2,2,4,2,NA,"english",5,4,4,3.75,4,2,3.25,3,4,3.5,4,2,2.75,3,3,2.75,4,3.75,1,1,8,"Americas",0,1,0,1,0,1,0
2020-03-24,5323685,28,3,3,3,2,5,1,5,4,4,1,4,1,4,1,2,1,4,1,2,4,2,2,4,2,4,1,1,2,1,1,1,1,1,2,1,"US","US",NA,0,2,2,1,1,6,2,NA,"english",5,4,5,4.5,5,2,3,4,4,3.5,3,3,2.75,5,2,4.25,5,3.75,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323690,32,3,4,4,2,3,2,3,2,4,3,3,4,3,2,3,3,3,1,3,3,3,1,4,2,6,1,2,1,1,1,1,2,2,5,3,"US","US",NA,1,2,2,1,1,7,3,NA,"english",4,3,3,3.25,3,3,3.5,3,4,3,3,2,2.75,4,4,3.5,5,3.5,1,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323700,30,3,2,4,4,4,2,4,2,2,3,4,3,4,2,3,3,2,2,4,4,1,4,5,1,6,1,2,1,1,1,1,1,1,2,4,"DE","DE",NA,0,2,2,2,2,3,2,NA,"english",4,3,3,3.5,3,2,2.5,5,5,4.75,3,4,3.75,4,4,4,4,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5323701,29,3,4,2,3,4,3,4,3,2,1,5,3,5,1,2,2,4,1,3,2,2,1,4,1,7,1,1,1,1,1,1,2,3,1,1,"US","US",NA,0,2,2,1,1,6,2,NA,"english",5,4,4,4.5,5,1,2.75,4,5,3.5,3,2,2.5,3,3,3.5,5,3.5,1,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323708,21,2,3,4,3,5,4,4,3,1,4,5,4,4,2,3,1,4,1,4,3,1,3,5,1,7,2,NA,NA,1,1,1,2,1,3,3,"BR","US",10,0,1,2,1,1,4,2,NA,"english",4,3,5,4,2,1,2,5,5,4.5,4,3,3.5,2,3,3.5,5,4,0,0,10,"Americas",0,1,0,0,0,1,0
2020-03-24,5323717,22,2,4,3,2,3,4,2,3,2,1,3,4,1,3,2,1,3,1,4,5,2,2,4,4,8,1,1,1,1,1,1,1,1,2,2,"US","US",5,1,1,2,3,2,4,2,NA,"english",3,4,5,3.25,5,3,3.5,4,2,3,4,2,2.75,2,3,2.5,5,4.25,1,1,5,"Americas",0,1,0,1,0,1,0
2020-03-24,5323718,28,5,2,2,1,5,4,4,4,4,2,3,4,4,1,4,2,4,1,4,5,1,2,4,1,8,1,1,1,1,1,1,2,1,2,2,"US","US",7,0,1,2,2,2,4,2,NA,"english",5,2,4,3.75,4,3,3.75,5,5,4,1,4,2,2,2,3.25,5,4.5,1,0,7,"Americas",0,1,0,1,0,1,0
2020-03-24,5323719,32,2,2,3,3,4,2,4,3,3,2,4,5,5,1,2,2,5,1,5,4,1,3,4,1,7,2,NA,NA,1,1,1,1,1,2,3,"US","US",NA,1,2,2,2,2,3,2,NA,"english",5,4,4,4.5,4,2,3.5,5,5,4.25,4,4,3.5,4,3,3.75,5,4.75,0,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323723,41,4,2,4,2,2,2,5,2,1,2,5,3,5,1,2,1,2,1,4,2,1,2,3,2,7,1,1,1,1,1,1,2,1,4,2,"US","US",NA,1,2,2,3,3,5,3,NA,"english",5,4,5,4.75,4,1,2.25,5,4,3.5,2,4,3,4,4,3.75,5,3.25,1,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323725,31,5,5,1,2,4,4,2,2,4,2,5,3,2,1,1,2,4,1,4,5,1,2,5,1,4,1,1,1,1,1,1,1,1,2,2,"US","US",NA,0,2,2,2,2,4,2,NA,"english",5,5,4,4,4,1,3,5,5,4.25,1,1,1.25,2,4,3,5,4.5,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323744,38,2,3,3,4,5,1,5,1,1,4,5,5,5,1,2,2,3,1,3,3,1,2,2,1,5,1,1,1,1,1,1,2,1,5,4,"DE","US",NA,0,2,2,2,2,4,2,NA,"english",5,4,4,4.5,2,1,2.25,5,5,3.5,4,3,3.5,5,5,5,5,3.5,1,0,0,"Americas",0,1,1,0,0,1,0
2020-03-24,5323745,24,3,4,4,4,5,2,4,2,4,2,4,3,4,1,1,2,5,1,4,4,3,2,3,1,8,2,NA,NA,1,1,1,2,1,2,1,"US","US",NA,0,2,2,1,1,7,3,NA,"english",5,5,4,4.5,4,2,3.25,3,5,3.25,3,2,3.25,4,4,4.25,5,4.5,0,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323753,25,5,2,4,4,5,5,4,2,4,1,4,5,2,1,1,2,4,1,5,3,2,2,5,2,7,1,1,1,1,1,1,2,1,2,1,"US","US",5,0,1,2,1,1,4,2,NA,"english",5,5,4,4,5,2,4,4,4,3.75,1,4,3.25,1,4,3.5,5,4.25,1,0,5,"Americas",0,1,0,1,0,1,0
2020-03-24,5323773,38,2,4,3,3,4,3,5,2,1,2,4,1,2,2,2,2,4,1,5,5,2,4,5,3,6,1,1,1,1,1,1,2,1,2,5,"US","US",NA,1,2,2,1,1,4,2,NA,"english",4,4,4,3.5,4,2,2,4,3,4,4,2,3,3,4,4,5,4.75,1,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323789,48,2,2,3,4,4,1,5,2,4,4,4,4,2,2,2,2,4,1,5,4,1,4,4,1,4,1,2,1,1,1,1,2,1,3,2,"US","US",NA,1,2,2,1,1,4,2,NA,"english",4,4,4,3.5,2,2,3,5,5,4.5,4,4,3.75,5,4,4.5,5,4.5,1,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323790,24,3,4,3,2,4,2,4,1,5,3,4,4,5,1,3,3,4,1,4,2,1,5,5,1,6,1,1,1,1,1,1,1,1,1,4,"CA","US",10,0,1,2,2,2,3,2,NA,"english",5,3,3,4,3,2,3.5,5,5,5,3,2,2.5,4,5,4.25,5,3.75,1,1,10,"Americas",0,1,0,0,0,1,0
2020-03-24,5323800,32,2,5,1,4,4,2,5,1,4,2,4,2,5,1,2,1,4,1,4,4,1,5,5,1,7,2,NA,NA,1,1,1,2,1,2,2,"US","US",NA,1,2,2,3,2,7,3,NA,"english",5,4,5,4.75,4,2,3,5,5,5,4,1,2.5,4,5,4.5,5,4.25,0,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323804,34,2,5,3,4,3,5,4,2,4,2,4,5,4,1,2,2,4,1,2,4,2,4,5,2,9,2,NA,NA,1,1,1,2,1,2,2,"US","US",NA,0,2,2,1,1,3,2,NA,"english",5,4,4,4.25,4,2,3.75,4,4,4.25,4,1,3,1,4,3,5,3.75,0,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323818,41,5,4,3,4,3,4,5,2,3,2,4,1,1,2,2,2,2,1,4,4,2,1,3,3,4,2,NA,NA,1,1,1,1,1,3,2,"US","US",NA,0,2,2,1,1,6,2,NA,"english",4,4,4,3.25,4,2,2.5,4,3,2.75,1,2,2.5,2,4,3.5,5,3.75,0,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323824,25,3,4,2,2,4,3,4,3,2,1,2,3,4,2,2,2,2,1,3,4,3,2,3,3,6,2,NA,NA,1,1,1,1,1,3,4,"US","US",NA,0,2,2,1,1,3,2,NA,"english",4,4,4,4,5,4,3.5,3,3,2.75,3,2,2.25,3,3,3.5,5,3.5,0,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323867,30,3,4,4,2,2,1,4,3,5,1,1,3,3,1,2,2,2,2,4,3,4,4,4,3,4,1,1,1,1,1,1,1,1,3,8,"US","US",NA,1,2,2,2,2,5,2,NA,"english",5,4,4,4,5,5,4.5,2,3,3.25,3,2,2.75,5,3,3.5,4,3.25,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323868,29,2,4,4,4,3,2,4,4,2,5,4,3,2,2,2,2,2,1,3,4,1,4,5,2,2,2,NA,NA,1,1,1,2,1,4,2,"US","US",NA,0,2,2,2,4,4,2,NA,"english",4,4,4,3.5,1,2,2,5,4,4.5,4,2,3.5,4,2,3.25,5,3.5,0,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323901,21,2,2,4,2,2,4,1,3,4,3,4,3,3,2,3,2,4,2,5,3,1,2,5,1,7,2,NA,NA,1,1,1,1,1,2,1,"US","US",NA,0,2,2,2,2,4,3,NA,"english",4,3,4,3.5,3,2,3,5,5,4.25,4,4,3.5,2,3,2,4,4,0,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323935,77,4,4,2,2,3,3,4,2,3,3,4,2,3,1,2,3,5,1,4,3,1,3,4,1,7,1,1,1,1,1,1,1,1,3,3,"US","US",7,1,1,2,1,1,3,1,NA,"english",5,4,3,3.75,3,2,2.5,5,5,4.25,2,2,2,3,4,3.5,5,4.25,1,1,7,"Americas",0,1,0,1,0,1,0
2020-03-24,5323936,26,1,4,2,5,4,2,3,1,2,3,5,5,4,1,4,1,4,1,4,4,2,5,4,1,5,2,NA,NA,1,1,1,1,1,1,6,"US","US",NA,0,2,2,1,1,3,2,NA,"english",5,2,5,4,3,1,2.75,4,5,4.5,5,2,3.5,4,5,4,5,4.25,0,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323939,40,3,3,2,2,4,4,4,3,4,1,4,4,2,2,1,1,4,1,5,4,2,1,3,2,4,1,1,1,1,1,1,1,1,3,4,"US","US",NA,1,2,2,3,2,5,3,NA,"english",4,5,5,4,5,2,3.75,4,4,3,3,3,2.5,2,3,3.25,5,4.5,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323952,31,4,4,2,1,3,2,2,2,4,2,4,3,4,1,1,2,4,1,5,3,1,2,4,1,7,2,NA,NA,1,1,1,2,1,2,3,"US","US",NA,0,2,2,2,2,4,2,NA,"english",5,5,4,4.5,4,2,3.25,5,5,4,2,2,1.75,4,4,3.25,5,4.25,0,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5323953,21,3,4,2,3,4,2,4,3,3,2,4,4,2,1,3,2,4,1,4,3,2,3,4,2,8,2,NA,NA,1,1,1,2,1,3,1,"US","US",NA,1,2,2,2,2,4,2,NA,"english",5,3,4,3.5,4,2,3.25,4,4,3.75,3,2,2.5,4,3,3.75,5,4,0,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5324000,26,2,2,4,3,5,2,5,2,3,2,4,4,5,1,1,1,5,1,5,4,1,4,5,1,7,1,1,2,1,1,1,2,1,3,2,"US","US",7,1,1,2,1,1,6,3,NA,"english",5,5,5,5,4,2,3.25,5,5,4.75,4,4,3.75,4,4,4.5,5,4.75,1,0,7,"Americas",0,1,0,1,0,1,0
2020-03-24,5324008,34,2,5,3,3,5,1,4,1,2,4,5,4,1,1,1,2,3,1,2,1,1,3,3,2,6,2,NA,NA,1,1,1,2,1,1,2,"CA","US",4,0,1,2,1,1,4,2,NA,"english",5,5,4,3.75,2,1,2.25,5,4,3.75,4,1,2.75,5,5,4.75,5,2.75,0,0,4,"Americas",0,1,0,0,0,1,0
2020-03-24,5324027,37,2,4,2,4,4,4,5,1,3,4,4,5,2,2,2,3,5,1,5,4,1,3,5,1,3,1,1,2,1,1,1,1,2,4,5,"US","US",8,1,1,2,1,1,7,2,NA,"english",4,4,3,3.25,2,2,3,5,5,4.5,4,2,3,2,5,4,5,4.75,1,1,8,"Americas",0,1,0,1,0,1,0
2020-03-24,5324106,22,2,2,4,3,2,3,3,3,2,1,4,2,4,1,4,1,3,1,4,4,2,4,3,1,8,1,1,1,1,1,1,2,1,5,5,"US","US",5,1,1,2,1,1,3,2,NA,"english",5,2,5,4,5,2,2.75,4,5,4,4,4,3.75,3,3,2.75,5,4,1,0,5,"Americas",0,1,0,1,0,1,0
2020-03-24,5324109,62,3,4,2,4,4,3,5,2,4,3,4,3,5,1,4,1,4,1,5,4,2,4,4,1,8,2,NA,NA,1,1,1,1,1,2,3,"US","US",NA,1,2,2,1,1,2,2,NA,"english",5,2,5,4.25,3,2,3,4,5,4.25,3,2,2.75,3,4,4,5,4.5,0,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5324132,24,3,5,3,2,4,5,3,2,2,2,3,4,5,1,2,1,5,1,4,5,2,1,3,2,7,2,NA,NA,1,1,1,1,1,2,1,"US","US",NA,0,2,2,1,1,4,3,NA,"english",5,4,5,4.75,4,3,3.25,4,4,3,3,1,2.25,1,4,3,5,4.75,0,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5324136,43,5,4,2,2,3,2,4,2,4,2,4,4,4,1,4,2,4,1,4,4,2,3,4,2,6,1,1,1,1,1,1,1,2,1,2,"US","US",7,0,1,2,2,2,2,1,NA,"english",5,2,4,3.75,4,2,3.5,4,4,3.75,1,2,1.75,4,4,3.75,5,4.25,1,1,7,"Americas",0,1,0,1,0,1,0
2020-03-24,5324229,28,4,3,4,2,4,4,4,2,4,1,4,5,3,1,2,2,2,1,3,3,2,2,4,1,8,1,1,1,1,1,1,1,1,2,1,"US","US",9,0,1,2,2,2,5,3,NA,"english",5,4,4,4,5,2,4,4,5,3.75,2,3,2.75,2,4,3.5,5,3.25,1,1,9,"Americas",0,1,0,1,0,1,0
2020-03-24,5324336,24,3,2,2,4,4,2,3,2,2,4,4,2,3,2,2,1,3,1,3,5,1,3,3,1,3,2,NA,NA,1,1,1,1,1,3,3,"VN","US",NA,2,2,2,1,1,2,2,NA,"english",4,4,5,4,2,2,2,5,5,4,3,4,3.25,4,4,3.75,5,4,0,1,0,"Americas",0,1,0,0,0,1,0
2020-03-24,5324363,25,5,1,4,4,1,5,1,4,4,2,4,2,3,3,5,1,3,1,4,4,2,2,4,2,6,2,NA,NA,1,1,1,1,2,5,4,"MX","US",NA,0,2,2,1,1,1,1,NA,"english",3,1,5,3,4,2,3,4,4,3.5,1,5,3.5,1,2,1.25,5,4,0,1,0,"Americas",0,1,0,0,0,1,0
2020-03-24,5324452,23,2,4,2,2,4,3,4,2,2,1,5,5,3,2,1,1,3,1,3,4,2,3,2,3,4,2,NA,NA,1,1,1,1,1,2,1,"US","US",NA,0,2,2,1,1,7,2,NA,"english",4,5,5,4.25,5,1,3.25,4,3,3,4,2,2.5,3,4,3.75,5,3.75,0,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5324455,33,1,2,4,5,5,3,2,3,3,3,4,4,3,1,3,2,2,2,4,4,1,4,4,1,7,1,1,1,1,1,1,2,1,3,2,"US","US",NA,0,2,2,3,3,7,3,NA,"english",5,3,4,3.75,3,2,3,5,5,4.5,5,4,4.5,3,3,3.25,4,3.5,1,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5324482,29,4,4,3,3,5,2,5,1,3,2,4,5,1,3,2,2,5,1,4,5,1,4,4,2,7,2,NA,NA,1,1,1,1,1,3,1,"US","US",NA,0,2,2,1,1,6,2,NA,"english",3,4,4,3,4,2,3.5,5,4,4.25,2,2,2.5,4,5,4.75,5,4.75,0,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5324922,52,2,4,3,4,3,2,4,2,3,3,3,5,5,1,2,1,5,1,3,2,1,3,4,1,8,1,1,2,1,1,1,1,1,1,1,"CA","US",9,1,1,2,4,2,5,1,NA,"english",5,4,5,4.75,3,3,3.5,5,5,4.25,4,2,3.25,4,4,3.75,5,3.75,1,1,9,"Americas",0,1,0,0,0,1,0
2020-03-24,5326031,22,3,3,4,3,4,3,4,2,4,1,4,3,3,2,4,2,5,2,5,3,2,4,4,3,5,1,1,1,1,1,1,1,1,2,1,"KR","US",7,0,1,2,3,2,5,2,NA,"english",4,2,4,3.25,5,2,3.5,4,3,3.75,3,3,3.25,3,4,3.75,4,4.25,1,1,7,"Americas",0,1,0,0,0,1,0
2020-03-24,5327633,29,2,3,4,4,3,4,3,2,4,2,4,4,2,2,1,1,3,2,4,4,1,4,4,2,5,1,1,1,1,1,1,2,1,4,3,"IN","US",NA,0,2,2,3,2,4,2,NA,"english",4,5,5,4,4,2,3.5,5,4,4.25,4,3,3.75,2,4,3,4,3.75,1,0,0,"Americas",0,1,0,0,0,1,0
2020-03-24,5327781,38,2,1,4,4,5,2,4,2,4,1,4,2,4,1,1,1,5,1,4,4,1,2,3,1,8,1,1,1,1,1,1,1,1,2,6,"US","US",NA,0,2,2,1,1,6,2,NA,"english",5,5,5,4.75,5,2,3.25,5,5,3.75,4,5,4.25,4,4,4.25,5,4.5,1,1,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5327788,36,4,3,5,1,4,5,4,2,2,1,2,1,1,1,1,1,5,1,4,4,1,4,5,3,3,1,1,2,1,1,1,2,1,2,1,"US","US",NA,0,2,2,1,1,6,3,NA,"english",5,5,5,4,5,4,3,5,3,4.25,2,3,2.75,1,4,3.25,5,4.5,1,0,0,"Americas",0,1,0,1,0,1,0
2020-03-24,5328363,43,2,2,2,3,3,2,3,4,4,4,4,2,5,1,2,1,4,1,4,3,2,2,4,2,8,1,1,1,1,1,1,1,1,4,3,"GB","GB",NA,1,2,2,2,2,7,3,NA,"english",5,4,5,4.75,2,2,2.5,4,4,3.5,4,4,3.25,4,2,3,5,4,1,1,0,"Europe",0,0,0,0,1,0,0
2020-03-24,5328564,32,5,5,5,2,2,5,4,1,1,4,2,2,1,5,2,5,2,5,4,5,5,3,4,4,7,1,2,1,1,1,1,1,1,4,2,"DE","CH",NA,0,2,2,1,1,4,2,NA,"english",1,4,1,1.75,2,4,2.25,1,2,2.5,1,1,2.25,1,5,3,1,3,1,1,0,"Europe",0,0,1,0,1,0,0
2020-03-24,5328691,25,4,3,3,3,4,4,4,2,4,3,3,4,2,1,2,2,4,1,5,3,2,2,4,2,3,1,2,1,1,1,1,1,1,1,5,"DE","DE",5,0,1,2,2,2,4,2,NA,"english",5,4,4,3.75,3,3,3.5,4,4,3.5,2,3,2.75,2,4,3.5,5,4.25,1,1,5,"Europe",1,0,1,0,1,0,0
2020-03-24,5328721,27,2,3,3,2,2,2,4,2,4,2,5,2,4,1,1,1,1,3,3,3,1,2,4,2,8,1,1,1,1,1,1,1,2,2,3,"AT","CH",NA,0,2,2,2,2,3,2,NA,"english",5,5,5,4.75,4,1,2.75,5,4,3.75,4,3,3,4,4,3.5,3,2.5,1,1,0,"Europe",0,0,0,0,1,0,0
2020-03-24,5328750,56,2,2,3,1,4,3,4,1,1,2,5,5,4,1,4,1,4,1,4,4,1,4,5,1,8,1,1,1,1,1,1,2,2,2,4,"US","DE",NA,0,2,2,2,2,2,2,NA,"english",5,2,5,4,4,1,2.75,5,5,4.75,4,4,3,3,5,4,5,4.25,1,0,0,"Europe",1,0,0,1,1,0,0
2020-03-24,5328790,27,3,2,3,2,3,4,4,2,4,2,2,3,4,2,4,4,4,2,5,4,2,3,4,2,4,1,1,1,1,1,1,2,1,2,3,"US","US",8,0,1,2,4,2,5,2,NA,"english",4,2,2,3,4,4,3.75,4,4,3.75,3,4,3,2,4,3.25,4,4.25,1,0,8,"Americas",0,1,0,1,0,1,0
2020-03-24,5328835,30,2,3,5,4,5,4,4,3,4,2,4,2,4,2,4,1,4,2,4,3,1,4,5,3,8,1,2,1,1,1,1,2,2,3,2,"DE","DE",NA,0,2,2,3,3,7,3,NA,"english",4,2,5,3.75,4,2,3,5,3,4.25,4,3,4,2,3,3.5,4,3.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5328963,57,4,3,2,4,3,2,4,1,5,1,4,2,2,1,2,1,4,1,4,4,1,2,3,4,10,1,1,1,1,1,1,1,1,1,2,"US","US",11,1,1,2,4,2,6,3,NA,"english",5,4,5,4,5,2,3.5,5,2,3,2,3,2.75,4,5,4,5,4.25,1,1,11,"Americas",0,1,0,1,0,1,0
2020-03-24,5328967,30,2,4,4,4,3,3,2,3,2,3,4,4,2,2,3,3,4,1,4,4,1,2,5,2,6,1,1,1,1,1,1,1,1,3,3,"DE","DE",NA,0,2,2,2,2,6,3,NA,"english",4,3,3,3,3,2,2.75,5,4,4,4,2,3.5,3,3,2.75,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5328990,30,2,4,3,2,4,3,4,2,3,2,3,2,5,2,2,2,4,2,5,5,2,4,4,1,4,1,1,1,1,1,1,1,1,1,3,"US","CH",NA,0,2,2,2,2,3,2,NA,"english",4,4,4,4.25,4,3,3,4,5,4.25,4,2,2.75,3,4,3.75,4,4.5,1,1,0,"Europe",0,0,0,1,1,0,0
2020-03-24,5329276,34,3,3,4,3,4,3,4,4,3,2,4,1,4,2,2,1,4,2,4,4,2,4,4,3,6,1,2,1,1,1,1,2,2,2,3,"DE","DE",NA,0,2,2,1,1,4,2,NA,"english",4,4,5,4.25,4,2,2.5,4,3,3.75,3,3,3.25,3,2,3.25,4,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5329277,31,2,4,4,3,4,2,4,3,2,3,3,4,3,1,2,2,4,1,3,2,2,4,4,2,4,2,NA,NA,1,1,1,2,1,2,4,"GE","DE",NA,0,2,2,2,2,4,3,NA,"english",5,4,4,4,3,3,3,4,4,4,4,2,3.25,4,3,3.75,5,3.5,0,0,0,"Europe",1,0,0,0,1,0,0
2020-03-24,5329328,27,2,4,4,4,4,2,4,2,4,1,3,4,4,1,2,1,4,1,4,5,2,4,5,1,5,1,1,1,1,1,1,1,1,2,2,"SI","SI",NA,0,2,2,2,2,4,2,NA,"english",5,4,5,4.5,5,3,4,4,5,4.5,4,2,3.5,4,4,4,5,4.5,1,1,0,"Europe",0,0,0,0,1,0,0
2020-03-24,5329374,28,4,4,4,2,4,3,3,4,4,4,4,4,1,1,1,3,2,2,4,4,2,4,5,2,4,1,2,1,1,1,1,1,1,2,3,"DE","DE",NA,0,2,2,2,2,5,2,NA,"english",5,5,3,3.5,2,2,3,4,4,4.25,2,2,2.5,3,2,3,4,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5329625,29,2,2,3,4,5,2,5,1,4,2,5,1,5,1,1,1,4,1,4,3,1,4,4,2,3,1,1,1,1,1,1,2,1,2,2,"HU","AT",NA,0,2,2,3,2,4,2,NA,"english",5,5,5,5,4,1,2.5,5,4,4.25,4,4,3.75,4,5,4.75,5,4,1,0,0,"Europe",0,0,0,0,1,0,0
2020-03-24,5329648,62,3,4,4,4,3,2,4,2,3,4,4,1,4,1,1,1,3,1,4,3,2,2,3,2,5,1,1,1,1,1,1,1,1,1,2,"GB","GB",NA,0,2,2,2,2,3,2,NA,"english",5,5,5,4.75,2,2,2,4,4,3.25,3,2,3.25,4,4,3.75,5,3.75,1,1,0,"Europe",0,0,0,0,1,0,0
