"date","unit_session_id","Age","BHI_A_1_r","BHI_A_2_r","BHI_A_3","BHI_A_4","BHI_C_1","BHI_C_2_r","BHI_C_3","BHI_C_4_r","BHI_E_1","BHI_E_2_r","BHI_E_3_r","BHI_E_4","BHI_HH_1","BHI_HH_2_r","BHI_HH_3_r","BHI_HH_4_r","BHI_O_1","BHI_O_2_r","BHI_O_3","BHI_O_4","BHI_X_1_r","BHI_X_2","BHI_X_3","BHI_X_4_r","Corona","Curfew_1","Curfew_1_1","Curfew_1_2","Curfew_2","Curfew_2_1","Curfew_2_2","Curfew_2_3","Gender","Household_Size","Left_Right_Politics","Nationality","Residence","Risk_Duration","Risk_Freq","Risk_Quarantine","survey","ToP_Amount","ToP_Freqency","ToP_Inhouse","ToP_Ratio","Residence_County","version","BHI_HH_2","BHI_HH_3","BHI_HH_4","HH","BHI_E_2","BHI_E_3","E","BHI_X_1","BHI_X_4","X","BHI_A_1","BHI_A_2","A","BHI_C_2","BHI_C_4","C","BHI_O_2","O","Personal_Mobility_Restriction","Public_Transport_Restriction","Quarantine_Duration","continent","Germany","USA","German","American","Europe","Americas","Rest"
2020-03-26,5397793,33,2,3,3,2,4,4,3,2,4,5,4,5,3,2,2,3,4,1,4,4,1,4,5,1,4,1,2,1,1,1,1,1,2,4,7,"DE","DE",NA,1,2,1,2,2,6,2,"Sachsen","german",4,4,3,3.5,1,2,3,5,5,4.75,4,3,3,2,4,3.25,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397934,32,2,2,4,4,3,5,3,3,2,3,3,4,4,2,3,3,4,2,4,4,1,5,5,2,3,1,1,1,1,1,1,1,2,3,3,"DE","DE",NA,0,2,1,3,2,4,3,"Bayern","german",4,3,3,3.5,3,3,3,5,4,4.75,4,4,4,1,3,2.5,4,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397949,51,2,3,3,2,4,3,3,4,3,2,3,4,4,2,3,3,5,2,4,4,2,4,4,2,5,1,1,1,1,1,1,1,1,2,4,"DE","DE",NA,0,2,1,2,2,3,2,"Sachsen","german",4,3,3,3.5,4,3,3.5,4,4,4,4,3,3,3,2,3,4,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5397966,27,2,4,3,3,5,3,5,3,1,2,4,5,2,3,4,2,5,1,4,5,1,4,4,1,3,1,2,1,1,1,1,1,1,4,6,"DE","DE",NA,0,2,1,2,2,4,2,"Baden-Wuerttemberg","german",3,2,4,2.75,4,2,3,5,5,4.5,4,2,3,3,3,4,5,4.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5398022,33,4,4,2,2,5,2,5,2,3,3,3,4,3,1,3,3,4,1,5,3,2,3,4,1,2,1,2,1,1,1,1,1,1,2,1,"DE","DE",NA,0,2,1,1,1,2,2,"Nordrhein-Westfalen","german",5,3,3,3.5,3,3,3.25,4,5,4,2,2,2,4,4,4.5,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5398206,30,4,4,3,2,4,4,4,2,4,2,4,5,3,1,3,2,3,2,4,4,1,5,5,1,3,1,1,1,1,1,1,2,1,2,3,"AT","AT",NA,0,2,1,2,2,4,2,NA,"german",5,3,4,3.75,4,2,3.75,5,5,5,2,2,2.25,2,4,3.5,4,3.75,1,0,0,"Europe",0,0,0,0,1,0,0
2020-03-26,5398251,34,4,4,3,4,4,3,4,2,3,3,4,5,4,1,1,1,4,1,4,5,1,4,4,1,3,1,2,1,1,1,1,2,1,2,3,"DE","DE",NA,0,2,1,2,1,3,2,"Baden-Wuerttemberg","german",5,5,5,4.75,3,2,3.25,5,5,4.5,2,2,2.75,3,4,3.75,5,4.5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5398492,28,4,4,3,2,5,4,5,4,5,4,3,5,3,1,2,2,4,2,5,4,2,3,3,2,4,1,1,1,1,1,1,1,1,1,2,"DE","DE",NA,1,2,1,1,1,3,2,"Sachsen","german",5,4,4,4,2,3,3.75,4,4,3.5,2,2,2.25,2,2,3.5,4,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5398532,30,4,3,2,4,3,3,4,3,3,4,4,2,4,2,4,3,3,2,4,4,2,3,4,2,4,1,1,1,1,1,1,1,1,2,1,"DE","DE",NA,0,2,1,1,1,2,1,"Sachsen","german",4,2,3,3.25,2,2,2.25,4,4,3.75,2,3,2.75,3,3,3.25,4,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5398634,36,2,4,2,3,2,4,4,2,3,4,3,3,3,1,2,2,3,3,3,3,1,4,4,1,2,1,1,1,1,1,1,1,2,2,5,"DE","DE",NA,0,2,1,1,1,3,2,"Sachsen","german",5,4,4,4,2,3,2.75,5,5,4.5,4,2,2.75,2,4,3,3,3,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5398660,23,4,4,3,2,4,3,4,3,4,1,4,5,2,4,3,1,1,1,4,4,1,3,4,1,6,1,1,1,1,1,1,1,1,2,2,"DE","DE",8,0,1,1,1,1,3,2,"Sachsen","german",2,3,5,3,5,2,4,5,5,4.25,2,2,2.25,3,3,3.5,5,3.5,1,1,8,"Europe",1,0,1,0,1,0,0
2020-03-26,5398827,26,4,4,4,4,5,3,5,2,4,1,2,5,4,2,3,2,4,1,5,5,3,3,3,2,3,1,1,1,1,1,1,1,1,2,5,"DE","DE",NA,0,2,1,2,2,4,2,"Sachsen","german",4,3,4,3.75,5,4,4.5,3,4,3.25,2,2,3,3,4,4.25,5,4.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5398882,45,4,2,4,2,4,4,4,3,4,3,5,4,3,1,2,3,4,3,3,3,2,2,4,2,4,1,1,1,1,1,1,1,1,1,4,"AT","CH",NA,0,2,1,1,1,2,2,NA,"german",5,4,3,3.75,3,1,3,4,4,3.5,2,4,3,2,3,3.25,3,3.25,1,1,0,"Europe",0,0,0,0,1,0,0
2020-03-26,5398895,26,4,4,3,4,4,4,4,3,3,1,3,4,4,3,2,2,4,2,4,4,2,2,4,3,2,1,1,1,1,1,1,2,1,1,2,"DE","DE",NA,0,2,1,2,2,4,2,"Thueringen","german",3,4,4,3.75,5,3,3.75,4,3,3.25,2,2,2.75,2,3,3.25,4,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5398950,26,4,3,3,3,4,4,4,3,3,3,4,4,4,1,1,2,3,2,4,4,2,3,4,2,3,1,1,1,1,1,1,1,1,2,3,"DE","DE",NA,0,2,1,1,1,3,2,"Hessen","german",5,5,4,4.5,3,2,3,4,4,3.75,2,3,2.75,2,3,3.25,4,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5399003,32,3,5,2,4,3,5,2,3,4,3,4,2,2,3,2,3,5,2,4,4,1,2,4,4,4,1,1,1,1,1,1,2,2,2,6,"DE","DE",NA,0,2,1,3,2,5,3,"Bayern","german",3,4,3,3,3,2,2.75,5,2,3.25,3,1,2.5,1,3,2.25,4,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5399038,26,4,3,3,4,4,5,3,2,4,3,3,5,3,1,1,1,3,1,4,3,1,4,5,2,5,2,NA,NA,1,1,1,2,1,2,4,"DE","DE",NA,0,2,1,1,1,3,2,"Hessen","german",5,5,5,4.5,3,3,3.75,5,4,4.5,2,3,3,1,4,3,5,3.75,0,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5399292,23,3,3,3,4,4,4,4,3,4,2,3,3,3,2,3,2,4,2,3,4,2,4,4,2,3,1,1,1,1,1,1,1,1,3,3,"DE","DE",NA,2,2,1,1,1,4,2,"Hessen","german",4,3,4,3.5,4,3,3.5,4,4,4,3,3,3.25,2,3,3.25,4,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5399351,63,2,4,2,2,4,4,3,3,4,2,4,4,5,1,2,2,3,1,3,4,2,3,4,2,7,1,1,1,1,1,1,1,1,3,3,"DE","DE",NA,1,2,1,3,3,7,3,"Hessen","german",5,4,4,4.5,4,2,3.5,4,4,3.75,4,2,2.5,2,3,3,5,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5399416,26,2,3,4,4,5,4,5,3,2,1,4,4,4,1,1,2,4,2,4,4,1,2,4,1,5,2,NA,NA,1,1,1,1,1,4,4,"DE","DE",NA,0,2,1,2,2,5,2,"Thueringen","german",5,5,4,4.5,5,2,3.25,5,5,4,4,3,3.75,2,3,3.75,4,4,0,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5399497,46,3,3,3,4,4,3,4,2,1,4,3,2,3,3,4,1,5,1,5,4,1,5,4,2,2,1,1,1,1,1,1,1,2,3,3,"DE","DE",NA,0,2,1,2,2,2,2,"Brandenburg","german",3,2,5,3.25,2,3,2,5,4,4.5,3,3,3.25,3,4,3.75,5,4.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5399513,52,1,1,2,3,2,1,3,2,3,1,2,2,3,3,5,5,2,5,3,2,1,1,3,5,2,1,1,1,1,1,1,1,1,2,3,"DE","DE",NA,0,2,1,2,2,3,2,"Sachsen","german",3,1,1,2,5,4,3.5,5,1,2.5,5,5,3.75,5,4,3.5,1,2,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5399709,21,2,2,2,2,3,5,4,2,3,4,2,5,3,3,3,2,2,2,2,3,1,5,4,4,1,1,1,1,1,1,1,1,1,2,4,"UA","DE",7,0,1,1,1,1,3,2,"Bayern","german",3,3,4,3.25,2,4,3.5,5,2,4,4,4,3,1,4,3,4,2.75,1,1,7,"Europe",1,0,0,0,1,0,0
2020-03-26,5399789,40,1,2,4,4,3,2,4,4,2,1,2,5,4,1,1,1,5,1,5,5,1,1,4,2,10,1,1,2,1,1,1,1,2,2,1,"DE","DE",NA,0,2,1,2,2,3,2,"Bayern","german",5,5,5,4.75,5,4,4,5,4,3.5,5,4,4.25,4,2,3.25,5,5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5399849,24,2,1,3,3,3,2,5,3,3,2,3,2,3,1,2,1,4,1,5,4,1,3,4,1,9,1,2,1,1,1,1,1,1,5,4,"DE","DE",NA,0,2,1,1,1,2,2,"Niedersachsen","german",5,4,5,4.25,4,3,3,5,5,4.25,4,5,3.75,4,3,3.75,5,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5399875,19,5,4,4,2,4,4,4,2,5,5,5,3,4,4,2,4,4,1,4,4,1,4,5,2,1,1,1,1,1,1,1,1,1,3,2,"DE","DE",NA,0,2,1,2,2,4,2,"Bayern","german",2,4,2,3,1,1,2.5,5,4,4.5,1,2,2.25,2,4,3.5,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5400021,22,4,2,3,3,3,4,3,3,3,3,2,4,4,1,1,2,4,4,3,4,2,2,3,2,1,1,2,1,1,1,1,1,1,5,4,"DE","DE",NA,2,2,1,2,2,3,2,"Hessen","german",5,5,4,4.5,3,4,3.5,4,4,3.25,2,4,3,2,3,2.75,2,3.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5400100,38,4,4,2,3,4,4,5,2,4,2,3,4,4,2,4,1,4,1,5,3,1,3,5,2,2,1,1,1,1,1,1,1,2,2,3,"DE","DE",NA,0,2,1,1,1,3,2,"Thueringen","german",4,2,5,3.75,4,3,3.75,5,4,4.25,2,2,2.25,2,4,3.75,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5400134,99,4,3,2,4,4,2,4,2,2,4,5,3,2,1,1,1,5,1,3,4,2,2,3,2,5,1,2,1,1,1,1,1,1,5,2,"DE","DE",NA,0,2,1,1,1,2,2,"Nordrhein-Westfalen","german",5,5,5,4.25,2,1,2,4,4,3.25,2,3,2.75,4,4,4,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5400200,31,2,3,3,4,4,4,4,4,1,5,5,2,3,3,3,1,5,1,5,4,1,4,4,1,3,2,NA,NA,1,1,1,1,2,5,4,"DE","DE",NA,0,2,1,3,2,5,2,"Baden-Wuerttemberg","german",3,3,5,3.5,1,1,1.25,5,5,4.5,4,3,3.5,2,2,3,5,4.75,0,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5400244,22,5,4,4,4,4,5,4,2,4,1,4,4,5,1,3,1,4,2,4,4,2,1,4,2,2,1,1,1,1,1,1,1,2,2,3,"DE","DE",NA,0,2,1,1,1,2,2,"Sachsen","german",5,3,5,4.5,5,2,3.75,4,4,3.25,1,2,2.75,1,4,3.25,4,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5400257,23,4,4,3,2,4,2,4,2,4,1,3,4,2,2,5,3,2,1,3,4,1,4,5,1,8,1,1,1,1,1,1,1,1,2,4,"DE","DE",NA,1,2,1,2,2,4,2,"Sachsen","german",4,1,3,2.5,5,3,4,5,5,4.75,2,2,2.25,4,4,4,5,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5400275,41,3,3,2,3,4,3,4,2,2,2,4,3,3,1,3,2,5,2,4,3,2,3,4,1,5,2,NA,NA,1,1,1,1,1,1,6,"DE","DE",NA,0,2,1,1,1,3,2,"Baden-Wuerttemberg","german",5,3,4,3.75,4,2,2.75,4,5,4,3,3,2.75,3,4,3.75,4,4,0,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5404095,28,2,4,4,2,4,2,2,4,2,1,2,2,2,1,4,2,2,1,4,3,1,5,5,1,8,1,1,1,1,1,1,1,2,2,3,"DE","DE",NA,1,2,1,1,1,2,2,"Berlin","german",5,2,4,3.25,5,4,3.25,5,5,5,4,2,3,4,2,3,5,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5409814,25,4,3,3,3,3,3,3,3,3,2,3,3,4,1,1,1,5,2,5,5,2,4,3,3,4,1,2,1,1,1,1,1,1,3,2,"DE","DE",NA,1,2,1,2,2,3,2,"Berlin","german",5,5,5,4.75,4,3,3.25,4,3,3.5,2,3,2.75,3,3,3,4,4.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5416526,33,2,1,4,2,4,4,4,2,2,4,4,4,3,1,3,3,4,2,4,4,1,4,5,2,1,1,1,1,1,1,1,1,1,1,5,"DE","DE",NA,0,2,1,1,1,5,2,"Bayern","german",5,3,3,3.5,2,2,2.5,5,4,4.5,4,5,3.75,2,4,3.5,4,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5416992,32,4,3,3,2,5,3,5,1,2,2,4,3,3,2,2,2,4,2,1,4,1,3,3,2,4,1,1,1,1,1,1,1,1,2,4,"DE","DE",NA,0,2,1,3,3,7,2,"Sachsen","german",4,4,4,3.75,4,2,2.75,5,4,3.75,2,3,2.5,3,5,4.5,4,3.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5417063,31,2,3,5,5,5,2,4,2,3,2,4,5,5,1,4,2,5,1,4,5,1,4,5,2,4,1,1,1,1,1,1,1,1,2,6,"DE","DE",NA,0,2,1,3,2,4,3,"Sachsen","german",5,2,4,4,4,2,3.5,5,4,4.5,4,3,4.25,4,4,4.25,5,4.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5417178,47,4,1,2,2,3,3,4,4,5,2,2,5,4,3,4,3,5,2,5,5,2,1,3,3,7,1,1,1,1,1,1,2,1,1,2,"DE","DE",NA,0,2,1,1,1,3,2,"Berlin","german",3,2,3,3,4,4,4.5,4,3,2.75,2,5,2.75,3,2,3,4,4.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5417346,30,4,3,2,4,4,4,3,1,3,3,4,4,2,3,2,1,4,2,4,4,1,4,4,1,5,1,1,1,1,1,1,2,1,1,3,"DE","DE",NA,0,2,1,2,2,5,2,"Bayern","german",3,4,5,3.5,3,2,3,5,5,4.5,2,3,2.75,2,5,3.5,4,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5418240,33,4,3,3,4,4,3,3,3,4,2,2,4,4,2,1,4,4,2,4,5,2,3,5,2,3,1,1,1,1,1,1,2,1,2,3,"DE","DE",NA,0,2,1,1,1,3,2,"Bayern","german",4,5,2,3.75,4,4,4,4,4,4,2,3,3,3,3,3.25,4,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5418662,30,2,3,2,2,3,4,4,3,5,1,3,5,4,1,3,3,3,2,3,3,2,4,4,2,6,1,2,1,1,1,2,2,1,2,1,"DE","DE",NA,0,2,1,4,3,4,3,"Bayern","german",5,3,3,3.75,5,3,4.5,4,4,4,4,3,2.75,2,3,3,4,3.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5418755,31,2,2,3,4,3,3,4,1,3,4,3,4,3,2,4,3,3,1,5,4,1,2,4,2,5,1,1,1,1,1,1,2,1,1,3,"DE","DE",NA,0,2,1,1,1,3,2,"Hamburg","german",4,2,3,3,2,3,3,5,4,3.75,4,4,3.75,3,5,3.75,5,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5419178,25,4,3,2,4,3,4,3,2,5,4,4,3,4,5,3,1,3,2,4,3,1,5,5,2,5,1,1,1,1,1,1,1,1,2,2,"DE","DE",NA,0,2,1,1,1,3,2,"Sachsen","german",1,3,5,3.25,2,2,3,5,4,4.75,2,3,2.75,2,4,3,4,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5419753,34,3,4,3,1,4,4,4,2,4,4,2,5,3,4,2,2,4,2,2,4,1,2,4,2,4,1,2,1,1,1,1,2,1,2,2,"DE","DE",NA,0,2,1,1,1,3,2,"Bayern","german",2,4,4,3.25,2,4,3.75,5,4,3.75,3,2,2.25,2,4,3.5,4,3.5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5419851,32,3,2,2,4,4,2,5,2,2,2,5,1,3,1,3,1,3,1,4,4,1,5,5,3,4,1,1,1,2,NA,NA,2,2,1,5,"DE","DE",NA,0,2,1,2,2,4,2,"Bayern","german",5,3,5,4,4,1,2,5,3,4.5,3,4,3.25,4,4,4.25,5,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5419912,21,3,5,2,3,5,3,5,2,1,5,5,1,2,4,4,1,4,1,5,5,2,4,5,3,7,1,1,1,1,1,1,2,2,4,3,"DE","DE",NA,2,2,1,4,2,5,3,"Bayern","german",2,2,5,2.75,1,1,1,4,3,4,3,1,2.25,3,4,4.25,5,4.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5420463,33,4,4,2,2,4,5,4,2,3,2,2,4,2,2,2,4,5,2,4,4,2,3,5,3,4,1,1,1,1,1,1,1,1,3,4,"DE","DE",NA,0,2,1,2,2,3,2,"Bayern","german",4,4,2,3,4,4,3.75,4,3,3.75,2,2,2,1,4,3.25,4,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5421756,32,3,4,3,4,4,4,5,2,2,3,5,3,3,4,1,1,4,1,3,2,2,2,5,2,4,1,1,1,1,1,1,2,2,3,7,"DE","DE",NA,0,2,1,2,2,4,2,"Bayern","german",2,5,5,3.75,3,1,2.25,4,4,3.75,3,2,3,2,4,3.75,5,3.5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5424587,32,3,2,4,4,4,4,4,2,4,2,3,1,4,1,3,2,4,1,4,4,1,2,3,1,2,1,1,1,1,1,1,2,1,1,5,"DE","DE",NA,0,2,1,1,1,3,2,"Bayern","german",5,3,4,4,4,3,3,5,5,3.75,3,4,3.75,2,4,3.5,5,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5425256,29,4,4,2,4,5,3,5,1,4,1,4,3,5,1,1,1,2,2,4,4,1,2,4,3,6,1,1,1,1,1,1,1,1,1,7,"DE","DE",NA,0,2,1,3,2,6,2,"Sachsen","german",5,5,5,5,5,2,3.5,5,3,3.5,2,2,2.5,3,5,4.5,4,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5426847,42,4,3,3,3,4,4,3,3,4,3,4,5,5,1,4,2,4,1,5,4,1,4,4,1,3,1,1,1,1,1,1,1,1,1,5,"DE","DE",NA,0,2,1,1,1,2,1,"Nordrhein-Westfalen","german",5,2,4,4,3,2,3.5,5,5,4.5,2,3,2.75,2,3,3,5,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5426986,34,5,3,3,2,3,4,4,2,4,3,4,4,3,2,3,2,4,2,4,4,2,2,4,2,3,1,1,1,1,1,1,2,1,2,6,"DE","DE",NA,0,2,1,2,2,2,2,"Bayern","german",4,3,4,3.5,3,2,3.25,4,4,3.5,1,3,2.25,2,4,3.25,4,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-26,5426999,34,3,4,3,3,5,4,5,2,5,1,3,3,3,1,2,2,3,2,4,3,1,2,3,3,9,1,1,1,1,1,1,2,2,2,3,"DE","DE",NA,1,2,1,2,2,5,2,"Bayern","german",5,4,4,4,5,3,4,5,3,3.25,3,2,2.75,2,4,4,4,3.5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5431456,38,3,3,2,4,4,3,4,2,3,2,4,3,4,2,4,2,4,1,4,4,1,4,4,2,5,1,1,1,1,1,1,1,2,4,4,"DE","DE",NA,0,2,1,2,2,6,2,"Nordrhein-Westfalen","german",4,2,4,3.5,4,2,3,5,4,4.25,3,3,3,3,4,3.75,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5431752,28,5,4,4,4,4,3,4,4,3,4,3,5,4,2,3,3,5,1,5,5,1,4,4,1,1,1,1,1,1,1,1,1,1,2,4,"DE","DE",NA,0,2,1,2,2,6,2,"Niedersachsen","german",4,3,3,3.5,2,3,3.25,5,5,4.5,1,2,2.75,3,2,3.25,5,5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5431837,25,2,4,3,4,3,4,4,3,4,4,5,5,3,3,4,2,4,2,4,4,1,4,5,2,3,1,1,1,1,1,1,2,1,3,2,"DE","DE",NA,0,2,1,1,1,3,2,"Thueringen","german",3,2,4,3,2,1,3,5,4,4.5,4,2,3.25,2,3,3,4,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5431875,29,4,2,3,2,3,3,2,4,4,1,1,4,2,4,4,3,5,1,4,5,3,2,4,2,8,1,1,1,1,1,1,1,1,2,3,"DE","DE",NA,0,2,1,1,1,2,2,"Sachsen","german",2,2,3,2.25,5,5,4.5,3,4,3.25,2,4,2.75,3,2,2.5,5,4.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5432345,24,4,3,3,3,4,3,5,2,4,2,4,4,4,2,1,1,4,1,4,3,1,4,4,1,3,2,NA,NA,1,1,1,1,1,2,2,"DE","DE",NA,0,2,1,2,2,3,2,"Berlin","german",4,5,5,4.5,4,2,3.5,5,5,4.5,2,3,2.75,3,4,4,5,4,0,1,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5433081,56,4,4,2,2,4,5,3,2,2,4,4,3,2,3,1,3,5,1,4,5,2,3,2,4,1,1,2,1,1,1,1,1,2,2,5,"DE","DE",NA,0,2,1,2,2,5,2,"Baden-Wuerttemberg","german",3,5,3,3.25,2,2,2.25,4,2,2.75,2,2,2,1,4,3,5,4.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5434862,36,2,3,3,4,4,2,5,2,4,4,4,5,2,2,2,2,5,1,5,5,1,5,5,1,3,1,1,1,1,1,1,1,1,2,2,"DE","DE",NA,0,2,1,2,2,2,2,"Sachsen","german",4,4,4,3.5,2,2,3.25,5,5,5,4,3,3.5,4,4,4.25,5,5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5435269,27,2,3,2,2,4,4,4,2,2,2,3,5,2,1,3,1,3,1,4,4,2,2,3,1,6,1,1,1,1,1,1,1,1,4,4,"DE","DE",NA,0,2,1,2,2,5,2,"Sachsen","german",5,3,5,3.75,4,3,3.5,4,5,3.5,4,3,2.75,2,4,3.5,5,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5435965,50,4,2,2,3,4,4,2,2,4,2,4,3,4,5,3,5,5,3,4,5,1,3,4,2,9,1,1,1,1,1,1,1,2,2,2,"DE","DE",NA,0,2,1,2,2,4,2,"Sachsen","german",1,3,1,2.25,4,2,3.25,5,4,4,2,4,2.75,2,4,3,3,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5446616,31,4,4,2,2,4,4,4,2,1,2,4,4,4,2,2,1,2,1,2,2,2,2,3,3,3,1,2,1,1,1,1,2,2,2,3,"DE","DE",NA,0,2,1,2,2,3,2,"Sachsen","german",4,4,5,4.25,4,2,2.75,4,3,3,2,2,2,2,4,3.5,5,2.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5447284,24,3,4,2,1,2,5,2,3,3,3,4,4,2,2,1,3,4,1,5,4,1,4,4,3,3,1,1,1,1,1,1,2,1,3,1,"KZ","DE",NA,0,2,1,1,1,3,2,"Sachsen","german",4,5,3,3.5,3,2,3,5,3,4,3,2,2,1,3,2,5,4.5,1,0,0,"Europe",1,0,0,0,1,0,0
2020-03-27,5447391,22,4,4,3,3,4,2,4,2,3,2,4,4,2,2,3,3,5,1,5,4,2,3,5,3,6,1,1,1,1,1,1,1,1,4,4,"DE","DE",9,0,1,1,2,3,2,3,"Sachsen","german",4,3,3,3,4,2,3.25,4,3,3.75,2,2,2.5,4,4,4,5,4.75,1,1,9,"Europe",1,0,1,0,1,0,0
2020-03-27,5447908,28,2,4,4,5,4,5,4,1,2,2,5,2,4,2,1,1,4,1,5,5,2,2,2,4,7,1,1,1,1,1,1,1,1,5,2,"DE","DE",NA,0,2,1,1,1,4,2,"Sachsen","german",4,5,5,4.5,4,1,2.25,4,2,2.5,4,2,3.75,1,5,3.5,5,4.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5448273,28,4,4,3,2,3,4,5,4,4,3,3,1,2,5,2,2,2,1,4,5,2,2,4,2,3,1,1,1,1,1,1,1,2,4,2,"DE","DE",NA,0,2,1,2,2,3,2,"Hessen","german",1,4,4,2.75,3,3,2.75,4,4,3.5,2,2,2.25,2,2,3,5,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5449177,31,4,4,3,5,3,5,3,3,4,4,4,3,5,5,3,2,5,1,5,5,1,3,3,5,3,1,1,1,1,1,1,1,2,1,1,"DE","DE",NA,0,2,1,2,1,3,2,"Sachsen","german",1,3,4,3.25,2,2,2.75,5,1,3,2,2,3,1,3,2.5,5,5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5449975,26,4,4,3,3,3,5,4,5,4,5,4,1,1,4,3,2,4,2,4,4,2,4,4,5,5,1,2,1,1,1,1,1,2,1,9,"DE","AT",NA,0,2,1,1,1,2,1,NA,"german",2,3,4,2.5,1,2,2,4,1,3.25,2,2,2.5,1,1,2.25,4,4,1,1,0,"Europe",0,0,1,0,1,0,0
2020-03-27,5451346,34,4,2,3,2,5,4,4,4,3,2,2,4,3,2,2,3,5,2,4,5,3,2,2,4,4,1,1,1,1,1,1,1,1,2,2,"DE","DE",NA,0,2,1,1,1,2,2,"Sachsen","german",4,4,3,3.5,4,4,3.75,3,2,2.25,2,4,2.75,2,2,3.25,4,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-27,5451816,38,3,4,2,2,3,4,3,3,3,4,3,2,4,4,2,2,4,2,4,4,2,4,4,2,3,1,1,1,1,1,1,1,2,2,2,"DE","DE",NA,0,2,1,1,1,2,1,"Sachsen","german",2,4,4,3.5,2,3,2.5,4,4,4,3,2,2.25,2,3,2.75,4,4,1,1,0,"Europe",1,0,1,0,1,0,0
