"","date","unit_session_id","Age","BHI_A_1_r","BHI_A_2_r","BHI_A_3","BHI_A_4","BHI_C_1","BHI_C_2_r","BHI_C_3","BHI_C_4_r","BHI_E_1","BHI_E_2_r","BHI_E_3_r","BHI_E_4","BHI_HH_1","BHI_HH_2_r","BHI_HH_3_r","BHI_HH_4_r","BHI_O_1","BHI_O_2_r","BHI_O_3","BHI_O_4","BHI_X_1_r","BHI_X_2","BHI_X_3","BHI_X_4_r","Corona","Curfew_1","Curfew_1_1","Curfew_1_2","Curfew_2","Curfew_2_1","Curfew_2_2","Curfew_2_3","Gender","Household_Size","Left_Right_Politics","Nationality","Residence","Risk_Duration","Risk_Freq","Risk_Quarantine","survey","ToP_Amount","ToP_Freqency","ToP_Inhouse","ToP_Ratio","Residence_County"
"722","2020-03-26 08:34:55",5396664,32,"2","4","2","4","3","2","4","4","2","3","5","4","3","4","3","1","5","1","5","5","1","5","5","1","5","1","2","1","1","1","1","2","2","3","1","DE","DE","","0","2",1,"2","2","3","2","Sachsen"
"725","2020-03-26 09:19:16",5396886,40,"2","1","2","4","5","1","5","2","2","5","5","5","2","1","2","2","4","1","5","3","1","4","4","1","2","1","1","1","1","1","1","2","1","3","2","DE","DE","","1","2",1,"3","3","6","3","Bayern"
"726","2020-03-26 09:30:17",5396953,47,"4","2","3","3","4","3","3","2","5","3","4","4","2","3","2","2","3","2","4","4","2","2","3","2","4","1","1","1","1","1","1","2","2","3","6","DE","DE","","0","2",1,"2","2","4","2","Sachsen"
"728","2020-03-26 09:45:37",5397020,35,"2","4","2","4","3","4","4","3","2","3","5","4","2","1","2","1","5","1","5","5","1","3","3","1","2","1","1","1","1","1","1","1","1","4","4","DE","DE","","0","2",1,"2","1","3","2","Sachsen"
"729","2020-03-26 09:59:38",5397102,32,"2","4","2","2","5","2","4","2","4","2","4","4","4","1","2","4","4","2","4","5","1","4","5","1","5","1","2","1","1","1","1","1","1","1","4","AT","CH","","0","2",1,"1","1","2","2",NA
"730","2020-03-26 10:07:24",5397177,30,"4","3","3","3","3","2","3","4","1","2","4","4","3","2","4","2","5","2","4","5","2","3","4","2","2","1","1","1","1","1","1","1","1","3","2","DE","DE","","0","2",1,"1","1","4","2","Sachsen"
"731","2020-03-26 10:11:16",5397198,32,"3","2","3","3","4","3","4","4","2","4","4","5","4","3","2","2","5","1","4","4","2","5","4","1","4","1","1","1","1","1","1","1","1","3","5","DE","DE","","2","2",1,"1","1","4","2","Bayern"
"732","2020-03-26 10:12:11",5397201,31,"3","4","3","3","4","2","4","2","4","2","2","4","3","1","3","2","3","2","4","2","1","2","4","3","6","1","1","2","1","1","1","1","1","2","6","DE","DE","","0","2",1,"2","2","4","2","Bayern"
"733","2020-03-26 10:21:15",5397297,32,"3","2","5","5","3","3","3","2","2","5","5","1","4","1","1","2","4","1","4","5","1","5","5","1","6","1","1","1","1","1","1","1","2","3","3","DE","DE","","0","2",1,"1","1","3","2","Sachsen"
"734","2020-03-26 10:34:55",5397402,26,"3","3","4","2","4","2","4","4","4","3","4","3","3","2","1","1","4","2","4","4","2","4","4","2","3","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",1,"2","2","3","2","Sachsen"
"735","2020-03-26 10:36:09",5397408,40,"4","3","3","4","3","4","4","2","3","4","5","3","4","2","2","3","4","2","3","4","1","4","4","2","2","1","1","1","1","1","1","1","1","1","4","DE","DE","","0","2",1,"2","2","3","2","Bayern"
"737","2020-03-26 10:44:43",5397472,33,"4","4","3","4","5","2","5","2","3","5","5","4","3","2","2","2","5","1","5","4","1","5","5","1","2","1","1","1","1","1","1","2","2","2","3","DE","DE","","0","2",1,"1","1","3","2","Bayern"
"739","2020-03-26 10:50:07",5397541,29,"3","3","2","3","3","3","4","2","3","2","4","4","4","1","2","1","4","1","5","4","1","4","4","2","5","2","","","1","1","1","1","1","2","4","DE","AT","","0","2",1,"2","2","3","2",NA
"741","2020-03-26 10:56:46",5397606,27,"3","4","3","5","4","4","4","3","2","1","5","4","2","1","1","1","2","1","5","4","1","3","4","1","7","1","1","1","1","1","1","1","2","2","4","DE","DE","","0","2",1,"2","2","5","2","Nordrhein-Westfalen"
"742","2020-03-26 11:06:14",5397686,61,"4","3","2","3","4","4","4","4","2","5","4","4","3","1","4","1","5","1","4","5","1","5","5","1","3","1","1","1","1","1","1","1","2","3","3","DE","DE","","0","2",1,"2","2","4","2","Nordrhein-Westfalen"
"743","2020-03-26 11:08:00",5397716,27,"2","2","2","4","5","2","4","1","3","2","4","4","5","1","2","1","5","2","4","4","1","2","4","1","5","1","2","1","1","1","1","1","1","5","5","DE","DE","","0","2",1,"2","2","4","2","Baden-Wuerttemberg"
"744","2020-03-26 11:17:16",5397793,33,"2","3","3","2","4","4","3","2","4","5","4","5","3","2","2","3","4","1","4","4","1","4","5","1","4","1","2","1","1","1","1","1","2","4","7","DE","DE","","1","2",1,"2","2","6","2","Sachsen"
"747","2020-03-26 11:35:36",5397934,32,"2","2","4","4","3","5","3","3","2","3","3","4","4","2","3","3","4","2","4","4","1","5","5","2","3","1","1","1","1","1","1","1","2","3","3","DE","DE","","0","2",1,"3","2","4","3","Bayern"
"748","2020-03-26 11:36:59",5397949,51,"2","3","3","2","4","3","3","4","3","2","3","4","4","2","3","3","5","2","4","4","2","4","4","2","5","1","1","1","1","1","1","1","1","2","4","DE","DE","","0","2",1,"2","2","3","2","Sachsen"
"749","2020-03-26 11:38:40",5397966,27,"2","4","3","3","5","3","5","3","1","2","4","5","2","3","4","2","5","1","4","5","1","4","4","1","3","1","2","1","1","1","1","1","1","4","6","DE","DE","","0","2",1,"2","2","4","2","Baden-Wuerttemberg"
"750","2020-03-26 11:42:08",5398022,33,"4","4","2","2","5","2","5","2","3","3","3","4","3","1","3","3","4","1","5","3","2","3","4","1","2","1","2","1","1","1","1","1","1","2","1","DE","DE","","0","2",1,"1","1","2","2","Nordrhein-Westfalen"
"756","2020-03-26 11:56:25",5398206,30,"4","4","3","2","4","4","4","2","4","2","4","5","3","1","3","2","3","2","4","4","1","5","5","1","3","1","1","1","1","1","1","2","1","2","3","AT","AT","","0","2",1,"2","2","4","2",NA
"758","2020-03-26 11:58:37",5398251,34,"4","4","3","4","4","3","4","2","3","3","4","5","4","1","1","1","4","1","4","5","1","4","4","1","3","1","2","1","1","1","1","2","1","2","3","DE","DE","","0","2",1,"2","1","3","2","Baden-Wuerttemberg"
"761","2020-03-26 12:21:41",5398492,28,"4","4","3","2","5","4","5","4","5","4","3","5","3","1","2","2","4","2","5","4","2","3","3","2","4","1","1","1","1","1","1","1","1","1","2","DE","DE","","1","2",1,"1","1","3","2","Sachsen"
"762","2020-03-26 12:29:41",5398532,30,"4","3","2","4","3","3","4","3","3","4","4","2","4","2","4","3","3","2","4","4","2","3","4","2","4","1","1","1","1","1","1","1","1","2","1","DE","DE","","0","2",1,"1","1","2","1","Sachsen"
"764","2020-03-26 12:47:46",5398634,36,"2","4","2","3","2","4","4","2","3","4","3","3","3","1","2","2","3","3","3","3","1","4","4","1","2","1","1","1","1","1","1","1","2","2","5","DE","DE","","0","2",1,"1","1","3","2","Sachsen"
"765","2020-03-26 12:50:27",5398660,23,"4","4","3","2","4","3","4","3","4","1","4","5","2","4","3","1","1","1","4","4","1","3","4","1","6","1","1","1","1","1","1","1","1","2","2","DE","DE","8","0","1",1,"1","1","3","2","Sachsen"
"766","2020-03-26 13:18:33",5398827,26,"4","4","4","4","5","3","5","2","4","1","2","5","4","2","3","2","4","1","5","5","3","3","3","2","3","1","1","1","1","1","1","1","1","2","5","DE","DE","","0","2",1,"2","2","4","2","Sachsen"
"768","2020-03-26 13:26:39",5398882,45,"4","2","4","2","4","4","4","3","4","3","5","4","3","1","2","3","4","3","3","3","2","2","4","2","4","1","1","1","1","1","1","1","1","1","4","AT","CH","","0","2",1,"1","1","2","2",NA
"770","2020-03-26 13:28:49",5398895,26,"4","4","3","4","4","4","4","3","3","1","3","4","4","3","2","2","4","2","4","4","2","2","4","3","2","1","1","1","1","1","1","2","1","1","2","DE","DE","","0","2",1,"2","2","4","2","Thueringen"
"771","2020-03-26 13:37:12",5398950,26,"4","3","3","3","4","4","4","3","3","3","4","4","4","1","1","2","3","2","4","4","2","3","4","2","3","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",1,"1","1","3","2","Hessen"
"773","2020-03-26 13:47:17",5399003,32,"3","5","2","4","3","5","2","3","4","3","4","2","2","3","2","3","5","2","4","4","1","2","4","4","4","1","1","1","1","1","1","2","2","2","6","DE","DE","","0","2",1,"3","2","5","3","Bayern"
"774","2020-03-26 13:52:22",5399038,26,"4","3","3","4","4","5","3","2","4","3","3","5","3","1","1","1","3","1","4","3","1","4","5","2","5","2","","","1","1","1","2","1","2","4","DE","DE","","0","2",1,"1","1","3","2","Hessen"
"775","2020-03-26 14:02:51",5399292,23,"3","3","3","4","4","4","4","3","4","2","3","3","3","2","3","2","4","2","3","4","2","4","4","2","3","1","1","1","1","1","1","1","1","3","3","DE","DE","","2","2",1,"1","1","4","2","Hessen"
"778","2020-03-26 14:11:03",5399351,63,"2","4","2","2","4","4","3","3","4","2","4","4","5","1","2","2","3","1","3","4","2","3","4","2","7","1","1","1","1","1","1","1","1","3","3","DE","DE","","1","2",1,"3","3","7","3","Hessen"
"779","2020-03-26 14:24:21",5399416,26,"2","3","4","4","5","4","5","3","2","1","4","4","4","1","1","2","4","2","4","4","1","2","4","1","5","2","","","1","1","1","1","1","4","4","DE","DE","","0","2",1,"2","2","5","2","Thueringen"
"781","2020-03-26 14:40:00",5399497,46,"3","3","3","4","4","3","4","2","1","4","3","2","3","3","4","1","5","1","5","4","1","5","4","2","2","1","1","1","1","1","1","1","2","3","3","DE","DE","","0","2",1,"2","2","2","2","Brandenburg"
"783","2020-03-26 14:44:08",5399513,52,"1","1","2","3","2","1","3","2","3","1","2","2","3","3","5","5","2","5","3","2","1","1","3","5","2","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",1,"2","2","3","2","Sachsen"
"784","2020-03-26 15:16:26",5399709,21,"2","2","2","2","3","5","4","2","3","4","2","5","3","3","3","2","2","2","2","3","1","5","4","4","1","1","1","1","1","1","1","1","1","2","4","UA","DE","7","0","1",1,"1","1","3","2","Bayern"
"786","2020-03-26 15:30:18",5399789,40,"1","2","4","4","3","2","4","4","2","1","2","5","4","1","1","1","5","1","5","5","1","1","4","2","10","1","1","2","1","1","1","1","2","2","1","DE","DE","","0","2",1,"2","2","3","2","Bayern"
"787","2020-03-26 15:39:20",5399849,24,"2","1","3","3","3","2","5","3","3","2","3","2","3","1","2","1","4","1","5","4","1","3","4","1","9","1","2","1","1","1","1","1","1","5","4","DE","DE","","0","2",1,"1","1","2","2","Niedersachsen"
"789","2020-03-26 15:43:16",5399875,19,"5","4","4","2","4","4","4","2","5","5","5","3","4","4","2","4","4","1","4","4","1","4","5","2","1","1","1","1","1","1","1","1","1","3","2","DE","DE","","0","2",1,"2","2","4","2","Bayern"
"794","2020-03-26 16:08:48",5400021,22,"4","2","3","3","3","4","3","3","3","3","2","4","4","1","1","2","4","4","3","4","2","2","3","2","1","1","2","1","1","1","1","1","1","5","4","DE","DE","","2","2",1,"2","2","3","2","Hessen"
"801","2020-03-26 16:21:23",5400100,38,"4","4","2","3","4","4","5","2","4","2","3","4","4","2","4","1","4","1","5","3","1","3","5","2","2","1","1","1","1","1","1","1","2","2","3","DE","DE","","0","2",1,"1","1","3","2","Thueringen"
"802","2020-03-26 16:28:09",5400134,99,"4","3","2","4","4","2","4","2","2","4","5","3","2","1","1","1","5","1","3","4","2","2","3","2","5","1","2","1","1","1","1","1","1","5","2","DE","DE","","0","2",1,"1","1","2","2","Nordrhein-Westfalen"
"810","2020-03-26 16:38:40",5400200,31,"2","3","3","4","4","4","4","4","1","5","5","2","3","3","3","1","5","1","5","4","1","4","4","1","3","2","","","1","1","1","1","2","5","4","DE","DE","","0","2",1,"3","2","5","2","Baden-Wuerttemberg"
"812","2020-03-26 16:46:41",5400244,22,"5","4","4","4","4","5","4","2","4","1","4","4","5","1","3","1","4","2","4","4","2","1","4","2","2","1","1","1","1","1","1","1","2","2","3","DE","DE","","0","2",1,"1","1","2","2","Sachsen"
"814","2020-03-26 16:49:19",5400257,23,"4","4","3","2","4","2","4","2","4","1","3","4","2","2","5","3","2","1","3","4","1","4","5","1","8","1","1","1","1","1","1","1","1","2","4","DE","DE","","1","2",1,"2","2","4","2","Sachsen"
"816","2020-03-26 16:51:41",5400275,41,"3","3","2","3","4","3","4","2","2","2","4","3","3","1","3","2","5","2","4","3","2","3","4","1","5","2","","","1","1","1","1","1","1","6","DE","DE","","0","2",1,"1","1","3","2","Baden-Wuerttemberg"
"821","2020-03-26 17:25:01",5404095,28,"2","4","4","2","4","2","2","4","2","1","2","2","2","1","4","2","2","1","4","3","1","5","5","1","8","1","1","1","1","1","1","1","2","2","3","DE","DE","","1","2",1,"1","1","2","2","Berlin"
"823","2020-03-26 17:55:04",5409814,25,"4","3","3","3","3","3","3","3","3","2","3","3","4","1","1","1","5","2","5","5","2","4","3","3","4","1","2","1","1","1","1","1","1","3","2","DE","DE","","1","2",1,"2","2","3","2","Berlin"
"825","2020-03-26 18:56:30",5416526,33,"2","1","4","2","4","4","4","2","2","4","4","4","3","1","3","3","4","2","4","4","1","4","5","2","1","1","1","1","1","1","1","1","1","1","5","DE","DE","","0","2",1,"1","1","5","2","Bayern"
"827","2020-03-26 19:05:41",5416992,32,"4","3","3","2","5","3","5","1","2","2","4","3","3","2","2","2","4","2","1","4","1","3","3","2","4","1","1","1","1","1","1","1","1","2","4","DE","DE","","0","2",1,"3","3","7","2","Sachsen"
"828","2020-03-26 19:07:35",5417063,31,"2","3","5","5","5","2","4","2","3","2","4","5","5","1","4","2","5","1","4","5","1","4","5","2","4","1","1","1","1","1","1","1","1","2","6","DE","DE","","0","2",1,"3","2","4","3","Sachsen"
"829","2020-03-26 19:09:44",5417178,47,"4","1","2","2","3","3","4","4","5","2","2","5","4","3","4","3","5","2","5","5","2","1","3","3","7","1","1","1","1","1","1","2","1","1","2","DE","DE","","0","2",1,"1","1","3","2","Berlin"
"830","2020-03-26 19:13:10",5417346,30,"4","3","2","4","4","4","3","1","3","3","4","4","2","3","2","1","4","2","4","4","1","4","4","1","5","1","1","1","1","1","1","2","1","1","3","DE","DE","","0","2",1,"2","2","5","2","Bayern"
"835","2020-03-26 19:32:07",5418240,33,"4","3","3","4","4","3","3","3","4","2","2","4","4","2","1","4","4","2","4","5","2","3","5","2","3","1","1","1","1","1","1","2","1","2","3","DE","DE","","0","2",1,"1","1","3","2","Bayern"
"839","2020-03-26 19:41:32",5418662,30,"2","3","2","2","3","4","4","3","5","1","3","5","4","1","3","3","3","2","3","3","2","4","4","2","6","1","2","1","1","1","2","2","1","2","1","DE","DE","","0","2",1,"4","3","4","3","Bayern"
"840","2020-03-26 19:43:12",5418755,31,"2","2","3","4","3","3","4","1","3","4","3","4","3","2","4","3","3","1","5","4","1","2","4","2","5","1","1","1","1","1","1","2","1","1","3","DE","DE","","0","2",1,"1","1","3","2","Hamburg"
"841","2020-03-26 19:53:15",5419178,25,"4","3","2","4","3","4","3","2","5","4","4","3","4","5","3","1","3","2","4","3","1","5","5","2","5","1","1","1","1","1","1","1","1","2","2","DE","DE","","0","2",1,"1","1","3","2","Sachsen"
"849","2020-03-26 20:07:10",5419753,34,"3","4","3","1","4","4","4","2","4","4","2","5","3","4","2","2","4","2","2","4","1","2","4","2","4","1","2","1","1","1","1","2","1","2","2","DE","DE","","0","2",1,"1","1","3","2","Bayern"
"850","2020-03-26 20:09:49",5419851,32,"3","2","2","4","4","2","5","2","2","2","5","1","3","1","3","1","3","1","4","4","1","5","5","3","4","1","1","1","2","","","","2","1","5","DE","DE","","0","2",1,"2","2","4","2","Bayern"
"851","2020-03-26 20:11:24",5419912,21,"3","5","2","3","5","3","5","2","1","5","5","1","2","4","4","1","4","1","5","5","2","4","5","3","7","1","1","1","1","1","1","2","2","4","3","DE","DE","","2","2",1,"4","2","5","3","Bayern"
"853","2020-03-26 20:22:22",5420463,33,"4","4","2","2","4","5","4","2","3","2","2","4","2","2","2","4","5","2","4","4","2","3","5","3","4","1","1","1","1","1","1","1","1","3","4","DE","DE","","0","2",1,"2","2","3","2","Bayern"
"856","2020-03-26 20:42:01",5421756,32,"3","4","3","4","4","4","5","2","2","3","5","3","3","4","1","1","4","1","3","2","2","2","5","2","4","1","1","1","1","1","1","2","2","3","7","DE","DE","","0","2",1,"2","2","4","2","Bayern"
"860","2020-03-26 21:32:43",5424587,32,"3","2","4","4","4","4","4","2","4","2","3","1","4","1","3","2","4","1","4","4","1","2","3","1","2","1","1","1","1","1","1","2","1","1","5","DE","DE","","0","2",1,"1","1","3","2","Bayern"
"861","2020-03-26 21:50:48",5425256,29,"4","4","2","4","5","3","5","1","4","1","4","3","5","1","1","1","2","2","4","4","1","2","4","3","6","1","1","1","1","1","1","1","1","1","7","DE","DE","","0","2",1,"3","2","6","2","Sachsen"
"862","2020-03-26 23:03:18",5426847,42,"4","3","3","3","4","4","3","3","4","3","4","5","5","1","4","2","4","1","5","4","1","4","4","1","3","1","1","1","1","1","1","1","1","1","5","DE","DE","","0","2",1,"1","1","2","1","Nordrhein-Westfalen"
"867","2020-03-26 23:12:03",5426986,34,"5","3","3","2","3","4","4","2","4","3","4","4","3","2","3","2","4","2","4","4","2","2","4","2","3","1","1","1","1","1","1","2","1","2","6","DE","DE","","0","2",1,"2","2","2","2","Bayern"
"868","2020-03-26 23:13:19",5426999,34,"3","4","3","3","5","4","5","2","5","1","3","3","3","1","2","2","3","2","4","3","1","2","3","3","9","1","1","1","1","1","1","2","2","2","3","DE","DE","","1","2",1,"2","2","5","2","Bayern"
"875","2020-03-27 07:07:49",5431456,38,"3","3","2","4","4","3","4","2","3","2","4","3","4","2","4","2","4","1","4","4","1","4","4","2","5","1","1","1","1","1","1","1","2","4","4","DE","DE","","0","2",1,"2","2","6","2","Nordrhein-Westfalen"
"878","2020-03-27 08:26:51",5431752,28,"5","4","4","4","4","3","4","4","3","4","3","5","4","2","3","3","5","1","5","5","1","4","4","1","1","1","1","1","1","1","1","1","1","2","4","DE","DE","","0","2",1,"2","2","6","2","Niedersachsen"
"879","2020-03-27 08:50:50",5431837,25,"2","4","3","4","3","4","4","3","4","4","5","5","3","3","4","2","4","2","4","4","1","4","5","2","3","1","1","1","1","1","1","2","1","3","2","DE","DE","","0","2",1,"1","1","3","2","Thueringen"
"880","2020-03-27 09:02:01",5431875,29,"4","2","3","2","3","3","2","4","4","1","1","4","2","4","4","3","5","1","4","5","3","2","4","2","8","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",1,"1","1","2","2","Sachsen"
"881","2020-03-27 10:24:15",5432345,24,"4","3","3","3","4","3","5","2","4","2","4","4","4","2","1","1","4","1","4","3","1","4","4","1","3","2","","","1","1","1","1","1","2","2","DE","DE","","0","2",1,"2","2","3","2","Berlin"
"884","2020-03-27 12:38:06",5433081,56,"4","4","2","2","4","5","3","2","2","4","4","3","2","3","1","3","5","1","4","5","2","3","2","4","1","1","2","1","1","1","1","1","2","2","5","DE","DE","","0","2",1,"2","2","5","2","Baden-Wuerttemberg"
"886","2020-03-27 15:49:13",5434862,36,"2","3","3","4","4","2","5","2","4","4","4","5","2","2","2","2","5","1","5","5","1","5","5","1","3","1","1","1","1","1","1","1","1","2","2","DE","DE","","0","2",1,"2","2","2","2","Sachsen"
"888","2020-03-27 16:47:50",5435269,27,"2","3","2","2","4","4","4","2","2","2","3","5","2","1","3","1","3","1","4","4","2","2","3","1","6","1","1","1","1","1","1","1","1","4","4","DE","DE","","0","2",1,"2","2","5","2","Sachsen"
"890","2020-03-27 17:06:20",5435965,50,"4","2","2","3","4","4","2","2","4","2","4","3","4","5","3","5","5","3","4","5","1","3","4","2","9","1","1","1","1","1","1","1","2","2","2","DE","DE","","0","2",1,"2","2","4","2","Sachsen"
"892","2020-03-27 18:06:31",5446616,31,"4","4","2","2","4","4","4","2","1","2","4","4","4","2","2","1","2","1","2","2","2","2","3","3","3","1","2","1","1","1","1","2","2","2","3","DE","DE","","0","2",1,"2","2","3","2","Sachsen"
"893","2020-03-27 18:11:20",5447284,24,"3","4","2","1","2","5","2","3","3","3","4","4","2","2","1","3","4","1","5","4","1","4","4","3","3","1","1","1","1","1","1","2","1","3","1","KZ","DE","","0","2",1,"1","1","3","2","Sachsen"
"894","2020-03-27 18:12:23",5447391,22,"4","4","3","3","4","2","4","2","3","2","4","4","2","2","3","3","5","1","5","4","2","3","5","3","6","1","1","1","1","1","1","1","1","4","4","DE","DE","9","0","1",1,"2","3","2","3","Sachsen"
"895","2020-03-27 18:16:42",5447908,28,"2","4","4","5","4","5","4","1","2","2","5","2","4","2","1","1","4","1","5","5","2","2","2","4","7","1","1","1","1","1","1","1","1","5","2","DE","DE","","0","2",1,"1","1","4","2","Sachsen"
"897","2020-03-27 18:20:00",5448273,28,"4","4","3","2","3","4","5","4","4","3","3","1","2","5","2","2","2","1","4","5","2","2","4","2","3","1","1","1","1","1","1","1","2","4","2","DE","DE","","0","2",1,"2","2","3","2","Hessen"
"901","2020-03-27 18:28:09",5449177,31,"4","4","3","5","3","5","3","3","4","4","4","3","5","5","3","2","5","1","5","5","1","3","3","5","3","1","1","1","1","1","1","1","2","1","1","DE","DE","","0","2",1,"2","1","3","2","Sachsen"
"902","2020-03-27 18:36:43",5449975,26,"4","4","3","3","3","5","4","5","4","5","4","1","1","4","3","2","4","2","4","4","2","4","4","5","5","1","2","1","1","1","1","1","2","1","9","DE","AT","","0","2",1,"1","1","2","1",NA
"903","2020-03-27 18:52:09",5451346,34,"4","2","3","2","5","4","4","4","3","2","2","4","3","2","2","3","5","2","4","5","3","2","2","4","4","1","1","1","1","1","1","1","1","2","2","DE","DE","","0","2",1,"1","1","2","2","Sachsen"
"904","2020-03-27 19:00:27",5451816,38,"3","4","2","2","3","4","3","3","3","4","3","2","4","4","2","2","4","2","4","4","2","4","4","2","3","1","1","1","1","1","1","1","2","2","2","DE","DE","","0","2",1,"1","1","2","1","Sachsen"
"907","2020-03-27 19:40:21",5453600,35,"2","4","4","2","4","3","4","4","3","5","5","4","4","1","4","2","3","2","4","3","1","4","5","1","3","1","1","1","1","1","1","2","1","2","6","DE","AT","","0","2",1,"2","2","5","2",NA
"908","2020-03-27 19:40:39",5453607,30,"4","4","4","4","4","4","3","4","3","4","3","5","2","4","2","2","5","1","4","4","2","4","4","2","3","1","1","1","1","1","1","1","1","2","1","DE","DE","","0","2",1,"2","2","3","2","Sachsen"
"909","2020-03-27 19:41:04",5453626,28,"2","2","4","4","3","4","5","2","2","4","4","4","3","2","3","2","3","2","4","4","1","4","4","2","8","2","","","1","1","1","1","2","2","2","DE","DE","","0","2",1,"1","1","4","2","Sachsen"
"910","2020-03-27 19:41:31",5453642,31,"4","4","4","4","4","5","5","2","4","2","4","4","4","4","2","3","2","1","3","4","1","3","3","2","7","1","1","1","1","1","1","2","2","2","7","DE","DE","","0","2",1,"2","2","5","2","Bayern"
"911","2020-03-27 19:43:15",5453704,25,"4","4","3","4","3","4","3","3","2","2","4","3","4","2","2","2","4","1","3","4","2","2","3","4","4","1","1","1","1","1","1","1","2","4","1","DE","DE","","0","2",1,"2","2","3","2","Sachsen"
"913","2020-03-27 20:30:56",5455648,32,"4","4","4","2","3","4","4","4","4","4","3","4","3","3","5","5","4","1","5","2","1","4","5","2","2","1","2","1","1","1","1","1","1","1","4","DE","DE","","0","2",1,"3","3","3","2","Hamburg"
"914","2020-03-27 20:47:42",5456997,34,"3","3","4","3","5","5","4","3","4","4","4","4","2","4","2","2","3","1","2","4","1","2","4","2","4","1","1","1","1","1","1","1","1","2","2","DE","DE","","0","2",1,"2","2","2","2","Sachsen"
"915","2020-03-27 20:49:41",5457123,35,"2","3","3","3","4","3","4","2","3","4","5","2","2","1","2","2","3","1","3","3","1","3","4","1","8","1","1","1","1","1","1","2","2","2","5","DE","DE","","0","2",1,"1","1","4","2","Bayern"
"919","2020-03-27 22:59:02",5461245,30,"4","3","4","3","3","4","3","3","4","3","3","3","3","4","3","3","4","1","5","4","2","3","4","2","1","1","1","1","1","1","1","1","2","2","2","DE","DE","","0","2",1,"2","2","2","2","Sachsen"
"920","2020-03-27 23:01:08",5461267,30,"5","4","4","5","4","4","4","2","3","2","4","5","4","2","1","2","4","1","3","3","1","4","5","1","2","1","1","1","1","1","1","2","1","2","2","DE","DE","","0","2",1,"2","2","3","2","Sachsen"
"921","2020-03-27 23:15:47",5461508,30,"3","4","2","5","2","4","1","4","3","3","4","5","4","4","4","3","5","3","5","5","2","4","4","1","2","1","1","1","1","1","1","1","1","3","1","DE","DE","","0","2",1,"2","2","3","2","Sachsen"
"922","2020-03-27 23:31:52",5461743,31,"2","3","3","2","3","2","3","3","2","4","4","4","4","2","2","2","3","2","4","4","1","3","5","1","2","1","1","1","1","1","1","1","1","2","2","DE","DE","","1","2",1,"2","2","5","3","Sachsen"
"924","2020-03-27 23:32:25",5461748,33,"5","3","3","2","4","4","4","2","3","4","4","4","4","2","1","3","4","1","3","4","1","2","5","1","3","1","1","1","1","1","1","2","2","2","3","DE","DE","","1","2",1,"3","3","5","2","Sachsen"
"925","2020-03-28 00:18:42",5462345,22,"4","4","4","4","4","5","3","3","4","4","4","4","4","2","2","1","3","2","3","3","1","2","3","1","4","2","","","1","1","1","2","1","2","4","DE","DE","","0","2",1,"2","2","4","3","Baden-Wuerttemberg"
"932","2020-03-28 07:21:19",5466271,26,"4","5","2","4","4","4","4","1","4","2","4","4","5","1","1","2","3","1","3","3","1","2","4","2","4","1","1","1","1","1","1","2","1","1","4","DE","DE","","0","2",1,"2","2","3","1","Sachsen"
"938","2020-03-28 08:27:39",5466466,38,"3","4","4","2","2","5","3","4","4","3","2","4","5","2","3","4","4","4","4","5","1","5","4","3","4","1","1","1","1","1","1","2","2","1","4","DE","DE","","0","2",1,"2","2","4","2","Nordrhein-Westfalen"
"939","2020-03-28 10:05:50",5466828,28,"3","3","3","3","4","2","4","3","2","3","4","5","4","1","2","2","4","2","4","4","1","3","5","1","5","2","","","1","1","1","1","1","2","4","DE","DE","","0","2",1,"2","2","3","2","Berlin"
"940","2020-03-28 10:14:37",5466866,64,"4","3","1","2","4","4","5","1","2","3","4","4","5","1","3","1","5","1","5","5","1","4","5","1","7","1","1","1","1","1","1","1","1","1","6","DE","DE","11","1","1",1,"2","2","5","2","Sachsen"
"941","2020-03-28 10:19:13",5466881,25,"4","3","3","4","4","3","4","2","4","3","4","2","2","4","2","3","4","1","5","4","2","1","4","2","2","1","1","1","1","1","1","1","1","2","2","DE","DE","","0","2",1,"1","1","3","2","Sachsen"
"942","2020-03-28 10:32:17",5466935,25,"3","3","3","3","2","5","4","2","4","4","5","5","3","4","4","1","5","2","4","5","2","3","3","2","5","1","1","1","1","1","1","2","1","1","3","DE","DE","","0","2",1,"1","1","2","2","Sachsen"
"943","2020-03-28 10:32:39",5466939,34,"3","4","2","4","4","3","4","1","5","2","4","2","4","3","3","3","4","2","4","4","2","4","4","4","1","1","1","1","1","1","1","2","2","1","1","DE","DE","","0","2",1,"1","1","3","2","Sachsen"
"945","2020-03-28 10:38:28",5466967,32,"2","2","4","4","3","5","1","2","2","4","4","2","1","4","4","1","4","2","4","3","1","5","5","2","2","1","1","1","1","1","1","1","2","4","2","DE","DE","","0","2",1,"2","2","3","2","Sachsen"
"946","2020-03-28 10:40:22",5466977,41,"3","3","4","4","4","1","4","4","3","4","4","3","5","1","1","1","5","2","5","5","1","5","4","1","9","1","1","1","1","1","1","1","1","2","1","DE","DE","","1","2",1,"2","3","4","2","Sachsen"
